brand,product_name,product_id,review_id,date,stars,review_title,review
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, White, 10 M US Women / 8 M US Men",B00152AGEW,R1KDJ2OI4CUIEC,"September 26, 2019",5,"Get comfortable, stay stylish",Fit is really comfortable. White color is perfect not offish in any way. Great material definitely not a cheap feel.
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, White, 10 M US Women / 8 M US Men",B00152AGEW,R30Y7NTDNENC8N,"March 11, 2019",3,Fit not right for a pre-teen,My 12yo son wears an adult size 8 but his foot is more narrow than an adult so the crocs really don't fit him as to the width.  They are fine on the length though.
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, White, 10 M US Women / 8 M US Men",B00152AGEW,R1YY740N8L9N0P,"July 9, 2019",4,sizes are not correct,I ordered a pair for my self and my grand daughter the shoe is size was larger than expected it would be great if they came in half sizes.
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, White, 10 M US Women / 8 M US Men",B00152AGEW,R28CIPV3WVGKX0,"August 17, 2019",5,great quality,i love my crocs they are so cute and go with almost anything. they are comfortable and perfect for land and in the water.
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, White, 10 M US Women / 8 M US Men",B00152AGEW,R3SH1CWP4MPMVM,"February 3, 2014",5,CROCS made my feet happy,"I love Crocs and was unable to find the white ones anywhere so happy to have found them here on Amazon. These are the most comfortable shoes ever! These are the ""classic"" which have the holes for ventilation a must if you have sweaty feet or have ever suffered from athletes feet or a fungal infection. I am happy to report I no longer suffer from a fungal infection with over the counter topical fungi care and Crocs my feet are ready for summer!!"
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, White, 10 M US Women / 8 M US Men",B00152AGEW,R3RC40A97EB1LI,"November 29, 2019",5,Nice,"They fit just right, my daughter is happy so it's all good."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, White, 10 M US Women / 8 M US Men",B00152AGEW,R2RFXZM2BQEV9Q,"January 30, 2019",5,LOVE THEM!,"I love these shoes! They are so comfortable and adding Jibbitz can make them so much fun. They are very versatile with the strap. You can use them as a comfy, casual shoe with the strap up, or you can put the strap back and they will stay on your foot perfectly. Overall THESE ARE AMAZING!!!"
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, White, 10 M US Women / 8 M US Men",B00152AGEW,R3815ZA4AIDEOZ,"January 25, 2020",5,my daughter loves,My daughter loves these and all crocs.
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, White, 10 M US Women / 8 M US Men",B00152AGEW,R37FPE2QKNWBT9,"January 27, 2020",5,True to size,True to size. Wipe off easily with soap and water.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,RIX64FPWLVG66,"February 13, 2019",3,Runs large,Bought these for my husband for Christmas 2018 as they were on sale very cheap and he has always wanted a pair of Crocs. I've never heard that their sizes were not true to size but my husband has small feet at a size 7 in mens and the 7 in means I ordered him were too large. He can wear them but he has to move the strap behind his foot to ensure they stay on.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R1HWQPTUGHQ6ZZ,"March 4, 2019",1,Sizes have changed!,"I have Crocs that are about 10 years old, wanted a second pair.  The size is still visible on the bottom. 7/9.  The new 7/9s I just received are about 1"" shorter than the old 7/9 - can't even get my foot fully into them.  Had to return."
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,RXUAPYXDSTU6W,"September 21, 2017",2,Mislabeled packaging,"I have bought crocs many times on line with great fit. However this time the actual crocs inside the package were a 6/8 instead of the 7/9 that the bag was labeled. Since I had these shipped to my 2nd home where I don't have internet for the info on returning them, they are here starring at me wondering what shall I do with them. I am a croc person and wear them almost everyday ,this is the first time I've had this problem."
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R3LF1AL6CZJNGR,"June 27, 2015",4,They Will Serve the Purpose,"I bought these brown Crocs to replace a pair of black ones that were becoming slick on the bottom after 10 years of wear. I use these for rain shoes, gardening and beach shoes. The older ones, from the day I opened them, were sturdy yet felt like walking on clouds. The new ones are made of completely different material. Its plastic, but not much give or flexibility. They do not feel like clouds, but they will serve their waterproof purpose. Sized exactly the same as the old ones. The brown color kind of faded-looking."
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R1Y4KMN0DMI5HJ,"December 21, 2018",5,Perfect garden shoes.,These are the perfect garden shoes.  I just wish that I had gotten a pair a long long time ago. They are so comfortable and durable and water flows through them so I can rinse and keep working.  What can I say? They are perfect for the garden.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,RVUOIW3Q62HT9,"July 4, 2018",5,Comfortable and rather fancy.,"This shoe is lightweight, comfortable, and very squishy. However, my dad thinks this shoe is rather fancy and too fashionable for his taste lol. He prefers the simpleness of Crocs Classic Flip-Flop or Classic Slide. Although the color looks a little different compared to the one shown in photo (the one my dad received has a greener tone to it), but it is still acceptable. Crocs shoes are divided into three types: roomy fit, relaxed fit, standard fit. This shoe has a roomy fit and it fits my dad as expected. On top of that, I got it on sale, so yay for me!"
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R18CFGJK3SON06,"December 21, 2017",5,Good to wear with plantar fasciitis.  I actually like them alot!,"I have never wanted Crocs, until my foot doctor said some patients like to wear Crocs to help with plantar fasciitis.  So I figured I'd try them.  I actually love them!  I wear them around the house, because with plantar fasciitis you're not supposed to walk bare foot (I cant stand shoes) but these have helped."
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R1YSDFE3E5GBLZ,"March 19, 2019",5,Run big so order accordingly.,Most comfortable shoes ever. I have a heel spur and torn tendons. Only shoe that doesn’t hurt. I wear a 9 1/2 in most shoes. Purchased 9 and they are perfect. So they do run big.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R1LT9YPPDRC9KY,"June 7, 2016",2,INCONSISTENT SIZING.,"Inconsistent sizing, at least on those made in Mexico. We were looking for next size up to replace previous pair for a fast-growing teen. The size W9/M7 is identical to W8/M6, both made in Mexico, with the strap being shorter than before. Inconsistent sizing makes it virtually impossible to buy online. This model is called Classic and is supposed to substitute for Cayman, but the sizing is all wrong. The ones made in China seem to run larger, but you do not know the origin of the pair that will be shipped.The actual Crocs store might be currently the best option for proper sizing, unfortunately. The only reason I am reviewing is to spare the same hassle and disappointment to other customers."
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R39RM8M6R51PKH,"February 10, 2019",5,Love crocs!,"Haven’t had a pair in years and almost forgot just how comfortable they are!  Got them on a Black Friday sale (4 pairs for the whole family) for $10-$14 a pair, what a great deal!!!"
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R2OQ9FJFKYMBN0,"March 25, 2015",5,Very comfortable shoe,"You can't beat the classic clog for comfort.  I'm on my feet a lot in my work, and my feet stay comfortable throughout the shift.  I like to wear a gel insole in them for a little extra padding, and that makes them even more comfortable.  The only downside I find with these shoes is that as they age and the little nubs on the bottom wear off they become very slippery on certain surfaces.  Other than that, they're the perfect shoe for someone on their feet a lot."
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R1SSDYE7VYHHG3,"February 17, 2018",3,No toe wiggle room,I am annoyed be because this is too close on my feet to be a 9. They fit exact and literally has no space/room for toe wiggle. I am in a next country so I can't even send it back. They need to  start making these on half sizes
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R2AWRQ269TCOSY,"January 23, 2020",5,Pretty Good,These are my wife's favorite shoes to wear. They are comfrontable and support her feet.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,RU8UBZJPX23J1,"July 21, 2017",3,Classic crocs still classic but sizing unpredictable.,"I have been wearing crocs for years, and these were just as expected except for the size.  Buyers beware.  I ordered the same size and style of unisex classic  crocs as my old ones.  They were significantly shorter.  Exchanged to the next size up, and they were identical to the old ones.  I could not have been mistaken because the size was still visible imprinted on the bottom of the old shoes.  I would give them 5 stars because I like crocs, but feel forced to downgrade because of size inconsistency.  How hard can it be to make a molded shoe conform to size?"
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R15FLMZ3PK8WX3,"December 6, 2018",5,I have so many friends that love their Crocs because of how comfy and convenient they ...,I had been wanting brown colored Cros for a while and finally decided to purchase these. I have so many friends that love their Crocs because of how comfy and convenient they are to wear.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R2L3GZCPDWEIU0,"July 8, 2014",4,I refuse to walk a step without my Crocs,"I LOVE my Crocs.  The first  pair was too small, they sent me next size and GREAT to deal with.  This pair is perfect, but Crocs DO stretch, so be aware. I wouldn't wear any other kind of shoes and haven't since Crocs first came on the market.  Wear them in our store and other daughter is a Chef and wears nothing but Crocs. YEAAA! for Crocs and for Amazon and their service."
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R8E3NM9XZGTVL,"May 13, 2019",3,Doesn't feel like original soft plastic crocks..,Feels more hard plastic than the soft feel plastic my original crocks I already have...
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,RTO863VAIOZ6B,"April 3, 2017",5,Love these crocs,I love these crocs.  This is the first pair I've owned.  They are very comfortable.  You need to be aware that they run large so you should buy a size smaller than your usual shoe size.  I usually wear a woman's 9.5 or 10.  I bought a woman's size 9 and they fit perfectly.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R8FD3R8CDOIIJ,"December 16, 2019",5,Worth it.,"Nice shoes,nice color."
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Chocolate, 9 M US Women / 7 M US Men",B0014C2QH8,R1PD3PMUHT6LZN,"November 18, 2016",5,Amazing footwear!,"thank goodness for Crocs!  Husband had severe heel pressure/pain several years ago, purchased Crocs through Amazon and he's been living in them every since - no more pain/discomfort. Amazing footwear!! We replace them every 2-3 years to keep support working!"
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R1NT5NE4Q2GXU9,"May 18, 2015",5,New Convert to Crocs <3,"I have resisted these shoes for years! Finally tired of ruining my regular shoes by wearing them in the garden or accidentally stepping in something I should have picked up earlier, I have finally found a shoe that I can wear and wash--and is TRULY COMFORTABLE AND LIGHT. You don't really think about how light shoes are until you put Crocs on. In fact, I liked them so much I bought a second pair to wear out and about. I never thought it would happen but I am truly a Crocs lover now! To be fair, I don't love the way they look, and my feet sometimes get cold so I bought socks. (Yes, I went there!) But I have gotten to a point in my life that function beats form and I am the happier for it."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R33P171VA8FBKL,"February 16, 2016",4,I like these shoes,"I like these shoes, got these for myself and a black pair for my husband. For both of us they are a bit large so I would say go down about half a size. We like wearing them after a shower at the gym (where flip flops for the shower) to air out or feet. Sometimes we where them at home however, they attract dog hair like nobody's business. There are people who have videos and instructions on how to remove pet hair from your carpet with these things. So on carpet and wood floor they are great for them but that is not my purpose. They feel great so I will keep wearing them."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R33HBZOR9ABYJW,"January 26, 2019",5,One pair isn't enough.,"They're Crocs.  What else needs to be said.  Perfect around the house shoe.  We each have a few  pairs at this point.  Inside ""clean"" crocs, barn crocs, and deck crocs for making that winter trek  across the deck to the hottub."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R1AYJGQ020P392,"April 8, 2019",5,A True Red,"These shoes are actually a birthday gift for my teenage niece next month. She's been asking for them and I know she'll be very pleased. Such a great color, sturdy and stylish. I'm very pleased."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R3RGYGQHCUDOX0,"October 3, 2018",5,Great Clogs,I just got new laminate flooring.  Wanted something I could put on and dump trash in alley and then kick off easily to enter the house.  These are perfect.  Glad I bought them and will be back for more.
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,RU7EJQGMEYFX8,"September 30, 2018",3,"Read all information for fit TYPE, eg “roomy”","These are “roomy” fit, very wide and don’t Stay on my feet like my old ones that apparently were “standard “. Who knew they have 3 fit types, be sure you get what fit you want.  You have to  Search the info for the fit type, they should make it more obvious."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R3TW544OM7QUC2,"October 9, 2018",5,Just Right,"These are very comfortable, good for around the house or a run to the grocery store. The color (pepper) goes with more than I expected. I have wide feet and these are just right."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R6FURYK30L0FA,"December 26, 2018",5,Arrived fast!,I ordered these red crocs for a Christmas gift.  I couldn’t find red ones in stores anywhere! I got these on sale and they arrived super fast! She was definitely happy to receive these :) They fit great and are true to color!
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R1QI9NOBU0NS3D,"May 27, 2017",3,Not what they used to be,"I have worn Crocs for years but these are the cheapest yet. They have blems and feel much lighter because there is less sole support than before. The price is a few dollars less but the quality has definitely suffered.  Having said that if you are a confirmed wearer, blem Crocs are better than none."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R17MMVVS109IH0,"May 31, 2018",4,I like these. Just a tiny bit small on my ...,"I like these. Just a tiny bit small on my right foot, which is a bit larger than left, but I didnt want to go a whole size up.  Wish they came in half sizes."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R2QBRRMUY7J8HG,"July 22, 2017",1,Straps broke off same day after less than 2 mos wear,"My son has a pair of crocs we bought 3 summers ago and they're still in great shape minus some wear -- but of course his feet have outgrown them. So, we bought these crocs and about 2 wks ago - less than 2 mos worth of wear - the straps on both of the shoes broke off! They should last a LOT longer than that."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R13DB5WJTV6YBM,"March 23, 2019",4,Not as deep as original crocs,"I like how easy they are to get on and off. I like the width. But, the toe box needs to be deeper to accommodate hammered toes. Also, the ridge in the toe box where the backs of the toes sit needs to be a little higher."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R9NG0IGLAEROY,"February 3, 2020",5,Most comfortable!,I love them
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,RQ1BM6WMXYMRN,"March 29, 2019",5,Very nice,My mom stole these from me. I had to buy a second pair. The red is amazing.
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,RZOPYTR2ZHLJI,"June 12, 2019",5,Wore out first pair,After years first pair wore out. These fit fine
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R34X6WNZDAJ54R,"April 2, 2016",5,Perfect Fit! Great Product!,"I usually wear a Size 9 in Men's shoes, so I ordered a size 8. I wear size 7/8 flip flops(Men's) These Crocs fit me just perfect. Room at the top of the toes, and sides (but not too much), and due to the strap, they do not slip off. I absolutely Love them."
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R25H2OSDV7QTQF,"November 19, 2019",5,Ok,Ok
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R2KUFZG8QC69Z2,"October 13, 2019",5,Perfect,Like it
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,R1DLCEV7ZSJGEO,"September 4, 2019",5,quality and look,The size was true.  The color was awesome.  My daughter loved them.
Crocs,"Classic Clog | Comfortable Slip on Casual Water Shoe, Pepper, 10 M US Women / 8 M US Men",B00HB55OH6,RJ9C0MW0FLLBN,"November 3, 2016",5,From Love-to-Hate to Hate-to-Love,I always hated Crocs but I bought these when I was volunteering at a rainy boy scout camp.  They are very comfortable and easy to wash.  I hate that I like them.  I give them a begrudging 5 stars.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Tangerine, 14 M US Women / 12 M US Men",B010WE7P1K,R1ZCD2UD5VTR3X,"October 3, 2017",4,Little big but comfy!,"Very comfortable, but I regularly wear an 11.5... 12 is a little too big but I was concerned that the 11 would be too small...  However, perfect for slipping on quick to take the puppy out in a hurry which is why I bought them.  Very pleased with the purchase..."
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Tangerine, 14 M US Women / 12 M US Men",B010WE7P1K,REMIZMTYSR7J8,"September 11, 2018",5,Exactly what you want. Excellent,"Excellent, Super Fast Delivery, Exactly as Described Perfect Thank You Sally"
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Tangerine, 14 M US Women / 12 M US Men",B010WE7P1K,R1CZXSNC2W9SEX,"December 28, 2018",3,Not Roomy,They are not roomy. My size 11 Roomy are twice as wide as these
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Tangerine, 14 M US Women / 12 M US Men",B010WE7P1K,R3M3MTRMI9S7BJ,"June 10, 2016",4,Wears Great,Liked the bright color. So far as the fit the width was fine but it could have been 1/2 inch longer. I usually wear realtree classic crocs and they fit perfect. Don't know why but this one was a tiny bit shorter.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Tangerine, 14 M US Women / 12 M US Men",B010WE7P1K,RVNXYLZ3HNSV7,"September 30, 2019",5,Excellent shoe for easy on/off,Easy to remove/slip going from work areas to house
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Tangerine, 14 M US Women / 12 M US Men",B010WE7P1K,R1EV28M406LEN0,"July 18, 2018",4,Four Stars,Color was just like the picture. They run a bit large
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Tangerine, 14 M US Women / 12 M US Men",B010WE7P1K,RRJMV4VRDA1UL,"December 5, 2017",5,Five Stars,Perfect.
Crocs,"Women's Classic Clog | Comfortable Slip on Casual Water Shoe, Tangerine, 14 M US Women / 12 M US Men",B010WE7P1K,R1USNXBMT8HOD6,"January 19, 2020",5,Loves the orange!,Bought these for my Dad. He loves them!
